sampleid,locid,substrate,batid,species,year,repro,use,dfresh,dmarine,dforcore,elev,slope,aspect,bldg060,bldg090,bldg120,bldg150,bldg180,bldg210,bldg240,bldg270,bldg300,bldg330,bldg360,road060,road090,road120,road150,road180,road210,road240,road270,road300,road330,road360,ptcc060,ptcc090,ptcc120,ptcc150,ptcc180,ptcc210,ptcc240,ptcc270,ptcc300,ptcc330,ptcc360,pdev060,pdev090,pdev120,pdev150,pdev180,pdev210,pdev240,pdev270,pdev300,pdev330,pdev360,pfor060,pfor090,pfor120,pfor150,pfor180,pfor210,pfor240,pfor270,pfor300,pfor330,pfor360,pgra060,pgra090,pgra120,pgra150,pgra180,pgra210,pgra240,pgra270,pgra300,pgra330,pgra360,pwet060,pwet090,pwet120,pwet150,pwet180,pwet210,pwet240,pwet270,pwet300,pwet330,pwet360
4106,R047,Bldg,EPFU.786,EPFU,2016,1,0,175.40575,1510.104092,288.333721,17,0,0.54,1.768388257,1.178925505,0.884194128,0.990297424,0.785950336,0.649612013,0.607883463,0.698622521,0.778090833,0.730738949,0.835072232,142.9503901,63.53350671,224.3788446,156.6604262,134.1527004,128.0852505,129.4198408,102.257652,82.8286981,105.8135301,90.78688446,76.461538,79.214286,76.653846,72.35443,68.530973,64.318182,62.399015,NA,NA,NA,NA,0,0.044574,0.119965,0.189868,0.194384,0.181154,0.176166,0.175659,0.171112,0.165877,0.173826,1,0.955426,0.875813,0.77523,0.717885,0.697175,0.694983,0.702402,0.714896,0.732235,0.737305,0,0,0.004222,0.034902,0.07369,0.090589,0.088142,0.081972,0.074188,0.067441,0.059246,0,0,0,0,0.014041,0.035277,0.066526,0.084543,0.090708,0.095014,0.096809
4107,R047,Bldg,EPFU.786,EPFU,2016,1,0,54.619586,1546.818993,764.015207,13,0,0.54,4.420970643,2.357851009,1.547339725,1.414710605,1.375413088,1.227044913,1.049980528,0.960605967,0.884194128,0.789198065,0.663145596,424.2193103,592.2656013,566.0048104,362.2430786,303.1879459,222.7503277,170.5432197,134.7501982,109.1476606,90.20467814,75.7969865,70.214286,64.678571,60.72,58.886076,57.660714,56.207792,55.703518,NA,NA,NA,NA,0.255887,0.272979,0.26839,0.227778,0.211373,0.196901,0.174485,0.157273,0.145205,0.136783,0.129458,0.578473,0.528551,0.566565,0.645989,0.676108,0.698153,0.731079,0.755288,0.776024,0.790459,0.800237,0,0,0,0,0,0,0,0,0,0,0,0.16564,0.19847,0.165045,0.126233,0.112519,0.104947,0.094436,0.087439,0.084028,0.090628,0.101503
4108,R047,Bldg,EPFU.786,EPFU,2016,1,0,878.967917,1396.594584,532.084627,18,0,0.54,5.305164771,4.32272685,3.094679449,3.112363331,2.849069968,2.814985388,2.707844519,2.750826177,2.935524506,2.806037564,2.898191865,306.4680141,380.6902973,304.2752401,194.7361537,135.23344,130.0789946,142.9995747,124.314147,102.4782245,109.01229,101.097538,45.7,41.846154,43.565217,45.662162,47.990909,49.748299,50.93299,NA,NA,NA,NA,0.425011,0.396562,0.452918,0.498377,0.493697,0.486028,0.488003,0.486463,0.476281,0.468234,0.462483,0.574989,0.603438,0.547082,0.501623,0.506303,0.511665,0.492638,0.457014,0.430084,0.410959,0.397678,0,0,0,0,0,0,0,0,0,0,0.001218,0,0,0,0,0,0.002308,0.019359,0.05677,0.095291,0.124853,0.146473
4109,R047,Bldg,EPFU.786,EPFU,2016,1,0,243.048496,872.244029,783.177471,26,0,0.54,2.652582386,1.964875841,2.652582385,2.82942121,2.357851008,2.454089826,2.486795986,2.445178824,2.440375794,2.513741984,2.677143333,0,58.325239,178.301626,114.1130406,131.5694117,96.66324126,116.975182,120.0569812,127.1628423,122.8590374,131.3217519,58.923077,62.068966,63.02,60.2875,59.478261,58.285714,56.044554,NA,NA,NA,NA,0.580245,0.544498,0.544738,0.59094,0.624889,0.666837,0.706568,0.726622,0.728959,0.735379,0.736732,0.419755,0.455502,0.455262,0.40906,0.375111,0.333163,0.293432,0.268184,0.264852,0.257455,0.255076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005194,0.008122,0.012968,0.019192
4110,R047,Bldg,EPFU.786,EPFU,2016,1,0,68.565426,1468.751396,1315.394206,17,21.57,-0.05,0.884194129,0.785950336,1.547339725,0.990297424,0.98243792,0.721791125,0.607883463,0.480302983,0.459780947,0.409213811,0.36841422,1502.638797,667.8394654,375.6596993,240.4222075,166.9598663,290.8139506,222.6544309,175.9244886,189.5788992,172.5893061,145.0229586,71.384615,70.551724,67.714286,67.6375,65.608696,66.711538,67.351485,NA,NA,NA,NA,0.280253,0.195669,0.151269,0.125659,0.116325,0.104171,0.091045,0.08315,0.078588,0.072832,0.067992,0.719747,0.804331,0.848731,0.871445,0.86547,0.86229,0.864417,0.862899,0.86984,0.880102,0.890097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002896,0.02412,0.047708,0.072043,0.092873,0.094548,0.094261,0.092775
4111,R047,Bldg,EPFU.786,EPFU,2016,1,0,937.032277,1519.119851,355.400465,10,0,0.54,1.768388257,3.536776514,3.094679449,3.395305452,2.94731376,3.031522726,2.873630918,2.8818179,2.864788976,2.776808006,2.701704281,492.9814352,219.1028601,123.2453588,144.2337877,168.3713592,153.5558271,142.9859348,139.4078699,151.0510051,162.9194942,149.8410525,60.25,54.655172,56.137255,56.935897,56.63964,54.896774,53.283582,NA,NA,NA,NA,0.555801,0.676465,0.692469,0.681216,0.668044,0.653721,0.625719,0.582986,0.56106,0.536441,0.514746,0.444199,0.323535,0.307531,0.300671,0.294781,0.296563,0.308846,0.335261,0.349206,0.372233,0.390854,0,0,0,0.018114,0.037175,0.049716,0.065434,0.080998,0.078894,0.068966,0.058957,0,0,0,0,0,0.003535,0.007368,0.014163,0.032714,0.051364,0.068079
4112,R047,Bldg,EPFU.786,EPFU,2016,1,0,308.739802,1172.127831,491.033299,22,0,0.54,2.652582386,3.143801346,2.652582385,2.68795015,2.94731376,2.526268938,2.321009587,2.095867564,2.228169203,2.162987289,2.063119633,319.9591176,252.5227303,292.9536454,187.490333,134.8127882,114.2308182,104.9225637,95.79556343,113.5912858,147.5820656,151.3787379,47.076923,47.071429,46.568627,47.884615,49.035398,50.694805,51.716418,NA,NA,NA,NA,0.125299,0.115215,0.141375,0.14806,0.178333,0.211057,0.221909,0.238557,0.261546,0.266431,0.26639,0.874701,0.884347,0.843273,0.810041,0.782896,0.755386,0.752711,0.737868,0.709249,0.680509,0.651384,0,0.000437,0.015352,0.041899,0.038771,0.033557,0.025381,0.019763,0.015773,0.013263,0.011338,0,0,0,0,0,0,0,0.003863,0.019039,0.051934,0.09403
4113,R047,Bldg,EPFU.786,EPFU,2016,1,0,352.569071,1559.358541,1069.678364,4,10.02,0.53,1.768388257,3.929751682,3.315727981,2.68795015,2.259607216,1.804477813,1.547339725,1.397245043,1.23787178,1.227641434,1.2280474,181.5406096,173.446236,152.6077399,153.4869769,106.5881784,78.30968211,62.08365277,61.41707438,55.4943577,45.86310553,72.53895233,67.153846,67.466667,70.596154,71.950617,71.25,70.785714,70.357843,NA,NA,NA,NA,0.183592,0.177296,0.155252,0.111303,0.097208,0.082182,0.076221,0.073851,0.078913,0.0732,0.071512,0.816408,0.814252,0.766525,0.729062,0.700646,0.693518,0.671727,0.645959,0.620982,0.619375,0.616189,0,0,0,0,0,0.000295,0.012008,0.034225,0.055518,0.0646,0.066268,0,0.0823,0.158641,0.23224,0.271889,0.301403,0.32513,0.330672,0.331663,0.328814,0.326938
4114,R047,Bldg,EPFU.786,EPFU,2016,1,0,686.322316,1252.650142,405.001894,26,0,0.54,1.768388257,3.929751682,3.978873577,3.819718634,3.143801344,2.959343614,2.763106652,2.663498362,2.652582385,2.484512426,2.431533853,196.1557696,87.18034206,88.85740063,168.6262106,176.3776609,138.5910385,106.1087638,103.1379762,105.9601006,128.6279317,141.0830969,48.181818,51.678571,48.020408,46.779221,47.088496,48.827815,49.049751,NA,NA,NA,NA,0.294648,0.298561,0.313953,0.388551,0.446381,0.469743,0.502509,0.535451,0.526274,0.510952,0.499825,0.705352,0.701439,0.686047,0.611449,0.553619,0.530257,0.488354,0.443242,0.435277,0.437017,0.441174,0,0,0,0,0,0,0.009136,0.021308,0.038448,0.045585,0.046694,0,0,0,0,0.000101,0.005497,0.006137,0.011177,0.01218,0.025612,0.036803
4115,R047,Bldg,EPFU.786,EPFU,2016,1,0,36.317236,1514.124592,787.048713,13,0,0.54,4.420970643,2.357851009,1.768388257,1.273239545,1.277169296,1.1548658,1.105242661,0.916942059,0.884194128,0.789198065,0.663145596,424.2193103,1006.230774,566.0048104,362.2430786,251.5576934,222.7503277,170.5432197,134.7501982,109.1476606,90.20467814,75.7969865,65.153846,57.724138,53.596154,53.949367,52.556522,52.548387,51.990099,NA,NA,NA,NA,0.106718,0.236557,0.264583,0.23529,0.219341,0.210839,0.182865,0.161401,0.144604,0.138404,0.131396,0.587585,0.538896,0.563963,0.628556,0.660852,0.686614,0.725724,0.749843,0.774671,0.788211,0.798087,0,0,0,0,0,0,0,0,0,0,0,0.305697,0.224547,0.171454,0.136154,0.119807,0.102547,0.091411,0.088756,0.080725,0.079156,0.088831
4116,R047,Bldg,EPFU.786,EPFU,2016,1,0,26.771005,601.044459,614.213724,5,0,0.54,5.305164771,3.929751682,2.873630917,2.68795015,2.357851008,2.093194263,2.044698922,2.139531471,2.263536969,2.192216847,2.357851009,312.4439751,138.8639889,225.2018492,144.1291835,149.9266755,169.6276355,137.9235065,110.8949422,110.3822213,99.00911854,95.77097228,28.5,28.21875,27.403846,29.164557,31.894737,33.772727,35.096154,NA,NA,NA,NA,0.336871,0.450342,0.471957,0.469792,0.461027,0.456477,0.443554,0.434692,0.435335,0.441256,0.450207,0.396972,0.299505,0.273189,0.25422,0.247223,0.240943,0.263308,0.275048,0.273006,0.266552,0.258013,0,0,0,0,0,0,0,0,0,0,0.001091,0.66313,0.505366,0.441806,0.403855,0.388185,0.376406,0.348976,0.334515,0.330826,0.3319,0.326971
4117,R047,Bldg,EPFU.786,EPFU,2016,1,0,112.506006,2108.162627,301.874136,2,0,0.54,2.652582386,2.357851009,2.210485321,1.980594847,1.768388256,1.660119588,1.547339725,1.528236765,1.450078371,1.549166572,1.743827309,0,217.9364977,122.5892799,130.8485273,172.9577073,139.96625,127.5086884,102.650405,92.18470338,115.3862293,104.174774,67.833333,66.3125,65.730769,64,62.304348,63.215686,64.456731,NA,NA,NA,NA,0.132182,0.181733,0.203308,0.182868,0.179804,0.204059,0.220719,0.223352,0.243954,0.250952,0.255981,0.698239,0.589541,0.522553,0.523308,0.531297,0.516393,0.506165,0.506334,0.493136,0.487962,0.477198,0,0,0,0,0,0,0,0,0,0,0,0.619061,0.642279,0.614734,0.609125,0.600061,0.577501,0.556172,0.533852,0.507664,0.486669,0.470381
4118,R047,Bldg,EPFU.786,EPFU,2016,1,0,794.078948,1550.441071,588.095924,16,0,0.54,3.536776514,2.750826177,1.768388257,1.980594847,1.96487584,1.948836038,2.044698922,2.401514917,2.405008029,2.309135079,2.161363425,45.5366177,194.1728571,225.2233906,144.14297,176.4389472,162.7941303,128.9572402,104.8873191,89.04583403,86.00407136,85.75420558,59.272727,64.428571,62.938776,60.551282,58.633929,55.575163,53.281407,NA,NA,NA,NA,0.047698,0.114331,0.167606,0.167016,0.19491,0.217941,0.246453,0.247481,0.248691,0.248626,0.254315,0.62983,0.540129,0.538924,0.589034,0.569126,0.547003,0.527314,0.523014,0.51449,0.489526,0.449151,0,0,0,0,0,0,0,0,0,0,0,0.322472,0.365266,0.360017,0.352405,0.352953,0.350578,0.344413,0.351482,0.361363,0.377315,0.396308
4119,R047,Bldg,EPFU.786,EPFU,2016,1,0,528.738347,1676.089997,535.432162,4,0,0.54,1.768388257,0.785950336,0.663145596,0.990297424,1.080681712,0.938328463,0.939456262,0.960605967,0.990297424,1.052264086,1.129803608,80.82205434,35.92091304,84.7492689,59.31729564,47.09509286,45.39954606,41.52392587,56.06993065,79.02906631,76.31260498,75.40673008,62.916667,63.730769,58.88,54.075,52.837838,51.205128,49.717172,NA,NA,NA,NA,0,0.001153,0.058408,0.080347,0.075226,0.079198,0.087653,0.084326,0.085987,0.092495,0.09901,0.858605,0.743782,0.630937,0.543917,0.482564,0.415702,0.347642,0.308983,0.288162,0.281628,0.283254,0,0,0,0,0,0,0,0,0,0,0,0.938428,0.876985,0.822004,0.806251,0.807792,0.800714,0.797556,0.800781,0.792427,0.775505,0.75643
4120,R047,Bldg,EPFU.786,EPFU,2016,1,0,562.389472,1350.789772,819.892432,5,0,0.54,7.957747157,5.501652355,3.978873577,3.395305452,2.750826176,2.454089826,2.431533853,2.445178824,2.192801438,2.133757731,1.989436789,417.0776788,335.4771871,188.7059177,120.7717873,83.86929673,68.3369587,103.1505135,92.17276732,74.65994152,76.75436386,64.4949863,22.230769,32.321429,41.24,46,47.27027,47.425806,45.839196,NA,NA,NA,NA,0.596193,0.557868,0.522296,0.458504,0.417158,0.383921,0.345643,0.321167,0.290659,0.269625,0.250803,0.204309,0.214601,0.196611,0.20625,0.22448,0.25142,0.273365,0.284297,0.29972,0.306276,0.308099,0.199497,0.152219,0.116473,0.074074,0.053097,0.040268,0.031851,0.030463,0.025237,0.02122,0.018141,0.204309,0.285993,0.336714,0.384404,0.413542,0.435369,0.458461,0.468957,0.482502,0.489937,0.501807
4121,R047,Bldg,EPFU.786,EPFU,2016,1,0,341.401417,1305.352773,372.368441,15,10.02,0.37,1.768388257,2.750826177,1.989436789,1.556181666,1.866632048,1.876656926,1.82365039,1.921211933,1.768388257,1.695314362,1.743827309,246.1067159,251.5848148,181.5129942,118.2493689,174.5706074,165.9334308,148.6391426,119.7047584,104.0677333,130.2805421,115.8728474,56.615385,54.592593,52.686275,52.679487,51.883929,51.224359,51.671642,NA,NA,NA,NA,0,0,0.019824,0.09598,0.130036,0.140556,0.161471,0.173293,0.180816,0.200872,0.216742,1,1,0.974497,0.883459,0.828922,0.781108,0.716046,0.682301,0.653966,0.61413,0.57134,0,0,0,0,0,0,0.007949,0.010142,0.014403,0.016969,0.021481,0,0,0.005679,0.020561,0.041042,0.078336,0.114534,0.134264,0.150815,0.168028,0.19247
4122,R047,Bldg,EPFU.786,EPFU,2016,1,0,35.477664,395.124544,553.488915,14,0,0.54,1.768388257,0.785950336,1.10524266,1.273239545,1.96487584,2.454089826,2.652582386,2.8818179,2.970892271,3.069103586,3.143801345,0,0,18.87194628,12.07804562,25.70013587,102.8838353,84.49723612,84.36288384,68.3339359,77.0365589,78.23540152,23.384615,20.310345,17.745098,19.432099,21.330435,22.596154,24.059701,NA,NA,NA,NA,0.153249,0.162669,0.142489,0.153442,0.195492,0.244,0.277944,0.302947,0.328643,0.350762,0.371829,0,0,0.016495,0.052111,0.05556,0.059914,0.076728,0.098928,0.108397,0.109504,0.110233,0,0,0,0,0,0,0,0,0,0,0,0.846751,0.837331,0.841016,0.794447,0.753721,0.712111,0.680804,0.646801,0.613009,0.582174,0.554219
4123,R047,Bldg,EPFU.786,EPFU,2016,1,0,972.488457,1601.261651,346.020309,5,0,0.54,6.1893589,4.32272685,3.315727981,3.395305452,3.143801344,3.103701839,2.873630918,2.925481808,2.723317915,2.893726238,2.677143333,64.72459278,151.5333273,249.6467372,199.511134,138.5493986,108.1331323,177.414999,187.1885652,165.5195556,140.5134509,137.9142486,65.928571,65.428571,61.4,59.265823,57.451327,55.779221,53.61194,NA,NA,NA,NA,0.633014,0.66242,0.667225,0.69217,0.70155,0.681804,0.658309,0.622852,0.581553,0.533989,0.490117,0.366986,0.33758,0.332775,0.288296,0.249796,0.251514,0.268297,0.285664,0.306525,0.34841,0.385616,0,0,0,0.019534,0.048653,0.066682,0.071801,0.073602,0.076557,0.068411,0.058957,0,0,0,0,0,0.004477,0.015765,0.041188,0.065532,0.084836,0.106083
4124,R047,Bldg,EPFU.786,EPFU,2016,1,0,288.427132,707.134395,116.412242,6,0,0.54,13.26291193,12.18223021,10.38928101,8.912676813,7.859503361,7.14573214,7.460387959,7.073553028,6.719875376,6.284354961,6.066554158,746.5357776,414.1693694,331.6997291,221.5838662,153.8776848,159.7293447,147.7751317,131.3505705,141.540288,132.4473249,143.3667108,20.428571,25.785714,32.14,36.253165,37.080357,36.824675,36.683417,NA,NA,NA,NA,1,1,0.993532,0.899441,0.857269,0.844366,0.820603,0.780808,0.729978,0.701559,0.678149,0,0,0,0.01912,0.024821,0.034124,0.057516,0.094398,0.133141,0.157053,0.173228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006468,0.100559,0.142731,0.154119,0.166799,0.182329,0.203998,0.217955,0.236462
4125,R047,Bldg,EPFU.786,EPFU,2016,1,0,99.832993,486.946291,326.840938,9,10.02,-1,10.61032954,10.21735437,9.505086879,8.488263631,7.859503361,7.217911253,6.465669565,5.981955338,5.340532535,5.115172643,4.764823914,369.7727282,489.4769964,300.9688625,235.3471555,195.8336904,170.8486839,157.8312687,151.3457409,122.5900501,113.4134947,95.29883934,21.909091,22.071429,20.183673,20.896104,23.026549,25.019868,27.970149,NA,NA,NA,NA,0.970851,0.898912,0.843311,0.789423,0.747928,0.713494,0.671135,0.61467,0.562093,0.528655,0.505295,0,0,0,0.002534,0.016591,0.040884,0.089392,0.12573,0.140261,0.140414,0.142015,0,0,0,0,0,0,0,0,0,0,0.000969,0.029149,0.101088,0.156689,0.208042,0.235481,0.251857,0.266244,0.310567,0.357926,0.387527,0.40237
4126,R047,Bldg,EPFU.786,EPFU,2016,1,0,65.80225,2193.856809,269.192035,12,10.02,0.67,5.305164771,5.108677186,3.315727981,2.405008029,2.063119632,1.876656926,1.934174656,1.833884118,1.909859317,1.841462151,1.866632049,490.3571198,217.9364977,122.5892799,138.1822213,133.5363687,122.0792275,123.6932616,111.3113676,112.5335191,93.00290837,81.39628338,41.636364,49.777778,56.06383,60.786667,62.884956,62.813333,63.42,NA,NA,NA,NA,0.524435,0.397913,0.339077,0.306938,0.287823,0.272137,0.275733,0.269919,0.268264,0.258332,0.246057,0.460802,0.552692,0.564862,0.554335,0.526429,0.525848,0.525934,0.516432,0.513415,0.516965,0.530585,0,0,0,0,0,0,0,0,0,0,0,0.024014,0.098789,0.166805,0.26242,0.337079,0.386318,0.40315,0.425216,0.426199,0.425791,0.411488
4127,R047,Bldg,EPFU.786,EPFU,2016,1,0,681.480098,1631.993697,794.895821,24,0,0.54,3.536776514,4.32272685,3.315727981,2.970892271,2.4560948,2.454089826,2.321009587,2.357851009,2.263536969,2.075298615,2.038558685,250.3484192,335.066954,188.4751616,153.1930646,205.961759,161.8248661,175.4573824,138.6329935,134.4645764,159.2323396,134.2796854,67.461538,70.344828,70.607843,70,69.113043,68.6,68.306931,NA,NA,NA,NA,0.005369,0.029802,0.076321,0.074936,0.076374,0.091578,0.099999,0.102693,0.107405,0.124075,0.154281,0.994631,0.970198,0.923679,0.925064,0.923626,0.908422,0.900001,0.897091,0.885929,0.862168,0.824323,0,0,0,0,0,0,0,0.000216,0.006666,0.013757,0.021396,0,0,0,0,0,0,0,0.0117,0.038711,0.051874,0.054421
4128,R047,Bldg,EPFU.786,EPFU,2016,1,0,555.033499,807.635819,520.550351,21,0,0.54,5.305164771,4.715702018,4.642019174,4.527073937,3.831507888,3.753313851,3.813087179,3.886087775,3.99655746,3.741383419,4.027995473,428.1993853,246.2804392,138.532747,150.0203524,187.0112727,181.3274293,153.7894883,160.3578095,152.2975201,153.8591753,134.939459,40.916667,45.275862,44.153846,45.371795,46.547826,46.432258,45.598039,NA,NA,NA,NA,0.497705,0.555028,0.634609,0.696946,0.70847,0.70892,0.723806,0.73952,0.7511,0.743135,0.733369,0.502295,0.444972,0.365391,0.303054,0.29153,0.29108,0.276194,0.26048,0.2489,0.254054,0.257786,0,0,0,0,0,0,0,0,0,0.002811,0.006938,0.170398,0.174472,0.133262,0.116208,0.114009,0.108709,0.098833,0.085408,0.076248,0.076193,0.075135
4129,R047,Bldg,EPFU.786,EPFU,2016,1,0,769.63566,1743.425179,395.77487,15,14.04,-0.6,3.536776514,3.143801346,3.757825045,2.970892271,2.849069968,2.670627163,2.707844519,2.445178824,2.334272499,2.396823753,2.284168165,529.3224782,574.0804282,330.8542465,211.7467177,147.0463317,108.0340397,85.55960023,97.8672274,83.00604757,88.99801987,88.70616632,43.363636,43.851852,48.52,51.858974,55.5,57.059603,58.810945,NA,NA,NA,NA,0.717331,0.559976,0.510115,0.443771,0.406216,0.374715,0.334084,0.318186,0.316071,0.321,0.322818,0.282669,0.438294,0.467173,0.491337,0.497843,0.505563,0.507956,0.484637,0.445409,0.411999,0.389974,0,0,0,0,0,0,0,0,0,0,0,0,0.0203,0.065101,0.121875,0.159014,0.188496,0.241079,0.289737,0.33264,0.359632,0.380537
4130,R047,Bldg,EPFU.786,EPFU,2016,1,0,925.023864,2384.233005,449.169241,10,0,0.54,1.768388257,1.964875841,1.547339725,1.273239545,1.080681712,1.227044913,1.105242661,1.047933782,1.202504015,1.13995276,1.006998868,243.4926782,158.1138056,88.93901563,56.92097,77.69978786,57.08555845,54.2071924,42.83037424,34.69260313,65.27879275,56.87369063,40.416667,42.038462,41.270833,38.871795,39.706422,43.25974,45.862245,NA,NA,NA,NA,0.306122,0.261549,0.277261,0.281565,0.295577,0.312596,0.324559,0.315705,0.289512,0.269054,0.252235,0.505546,0.533557,0.501037,0.48027,0.45522,0.432533,0.419918,0.428044,0.450747,0.4634,0.466299,0,0,0,0,0,0,0,0,0,0,0,0.223807,0.270447,0.281586,0.304112,0.318656,0.327683,0.33955,0.3579,0.371018,0.377729,0.382388
4131,R047,Bldg,EPFU.786,EPFU,2016,1,0,293.050342,2825.341397,346.645741,9,0,0.54,1.768388257,1.178925505,0.884194128,0.565884242,0.589462752,0.433074675,0.331572798,0.261983445,0.212206591,0.321525138,0.270170428,156.3215927,1217.883107,709.7687561,801.1074188,568.6073223,417.7523186,319.841619,264.8354445,214.51671,177.2865372,151.4979404,83.083333,77.758621,73.54902,72.435897,71.196429,70.851613,72.079602,NA,NA,NA,NA,0.271848,0.235787,0.238073,0.247744,0.258846,0.246402,0.238203,0.226799,0.216506,0.213773,0.207234,0.728152,0.764213,0.761927,0.752256,0.732947,0.699847,0.658383,0.617414,0.581854,0.552806,0.532086,0,0,0,0,0,0,0,0,0,0,0,0.135097,0.283466,0.345849,0.366624,0.36191,0.379071,0.390076,0.410659,0.42325,0.43426,0.44332
4132,R047,Bldg,EPFU.786,EPFU,2016,1,0,146.46469,525.245567,254.528567,14,0,0.54,11.49452367,11.78925505,11.27347514,9.478561055,8.154234737,8.084060603,6.963028762,6.418594414,6.295462194,5.962829823,5.722700886,1092.972687,485.7656387,315.5227905,290.6041569,227.8397592,191.5110682,146.6256616,117.9431668,97.99250054,114.168955,132.9406893,28.769231,26.481481,24.078431,24.74359,25.1875,28.262821,30.328358,NA,NA,NA,NA,1,0.99902,0.992423,0.902679,0.826827,0.760914,0.698537,0.666363,0.638234,0.62656,0.620573,0,0,0,0.047235,0.089738,0.125777,0.135113,0.131943,0.132261,0.132507,0.129529,0,0,0,0,0,0,0,0,0,0,0,0,0.00098,0.007577,0.077625,0.135288,0.18581,0.242747,0.277104,0.292507,0.293984,0.295503
4133,R047,Bldg,EPFU.786,EPFU,2016,1,0,134.253939,554.219188,473.760206,9,0,0.54,13.26291193,11.39627988,8.399844219,6.224726663,5.108677184,4.763821427,4.752543441,4.410054665,4.06729299,4.062908556,3.708703149,417.2946556,205.7077947,269.4453192,187.4796556,157.7116279,148.5766457,113.7539943,123.5877645,102.2266942,94.12399491,99.49415689,25.083333,27.071429,29.306122,30.871795,33.882883,35.065359,36.21393,NA,NA,NA,NA,1,0.957401,0.889656,0.775661,0.653039,0.562732,0.500062,0.443952,0.407787,0.405609,0.423534,0,0,0.001985,0.027119,0.082853,0.123545,0.161625,0.20553,0.231259,0.232437,0.216644,0,0,0,0,0,0,0.00257,0.005701,0.009608,0.012041,0.011338,0,0.042599,0.108359,0.19722,0.271531,0.326718,0.362499,0.385797,0.401585,0.409584,0.41044
4134,R047,Bldg,EPFU.786,EPFU,2016,1,0,91.49842,515.098549,549.010215,5,0,0.54,3.536776514,3.536776514,2.873630917,1.839123787,1.866632048,1.732298701,2.044698922,2.139531471,2.051330378,2.221446405,2.456094801,312.4439751,138.8639889,78.11099376,156.630057,188.1891546,151.6546377,133.1452609,107.1195382,107.0176448,113.6252721,102.7575586,27.769231,24.275862,22.36,20.708861,20.62931,23.084416,26.492537,NA,NA,NA,NA,0.304184,0.2562,0.255131,0.267227,0.313585,0.369848,0.408981,0.428473,0.423561,0.422394,0.426904,0.072099,0.103902,0.119976,0.132903,0.13777,0.145288,0.161995,0.173378,0.194817,0.214364,0.231928,0,0,0,0,0,0,0,0,0,0,0,0.695816,0.7438,0.744869,0.718606,0.644984,0.566724,0.503264,0.46139,0.432096,0.405681,0.37745
4135,R047,Bldg,EPFU.786,EPFU,2016,1,0,164.58018,589.548839,369.648309,18,0,0.54,4.420970643,5.894627523,8.178795687,7.922379389,7.073553025,6.712657465,5.802523968,5.065013279,4.986854884,4.647499715,4.56833633,437.1610008,345.0628128,201.1938796,164.187414,164.0176272,124.2209411,156.4157645,143.2604253,125.4122186,113.4134947,115.0297888,30,33.777778,34.12,35.519481,38.666667,39.954839,40.045,NA,NA,NA,NA,0.962068,0.922539,0.897602,0.857923,0.767216,0.679552,0.607532,0.5659,0.524417,0.515414,0.520956,0.037932,0.077461,0.102398,0.140195,0.185892,0.209552,0.209154,0.202685,0.212667,0.210682,0.203204,0,0,0,0,0,0,0,0.002969,0.005814,0.010033,0.011338,0,0.001079,0.008827,0.038774,0.111472,0.190465,0.267991,0.302524,0.322563,0.321566,0.317587
4136,R047,Bldg,EPFU.786,EPFU,2016,1,0,366.97004,641.55767,80.246169,7,0,0.54,10.61032954,10.21735437,9.726135412,9.761503176,9.136672657,8.228418828,7.239339427,6.636913952,6.224726664,6.138207171,5.943749418,439.0158065,195.1181362,368.7674127,304.120663,233.6034106,182.6515347,154.6564921,135.1118281,123.1244315,118.1942923,103.3947612,24,32.724138,33.882353,33.4,35.182609,37.593548,39.364532,NA,NA,NA,NA,1,1,1,0.999396,0.979664,0.927022,0.848105,0.776367,0.715459,0.679855,0.654993,0,0,0,0.000604,0.01994,0.062234,0.100031,0.127719,0.157022,0.171153,0.172393,0,0,0,0,0,0,0,0,0,0,0.000055,0,0,0,0,0.000613,0.017619,0.077717,0.151676,0.205156,0.235323,0.261102
4137,R047,Bldg,EPFU.786,EPFU,2016,1,0,236.944867,742.033863,163.111885,7,0,0.54,9.726135414,9.431404037,7.515650091,7.497966207,7.073553025,7.073553027,6.852504496,6.68057786,6.330829959,5.962829823,5.870066574,861.7418087,414.1693694,232.9702703,190.8999913,132.5694384,133.7031767,147.8877956,141.763908,142.1913899,126.3141233,134.5810177,34.538462,35.962963,37.265306,38.636364,39.718182,39.961039,40.115,NA,NA,NA,NA,0.9839,0.909372,0.831394,0.808353,0.773471,0.75828,0.737363,0.726885,0.704294,0.689059,0.666988,0,0.001807,0.02163,0.030139,0.059384,0.084299,0.093609,0.121826,0.145862,0.162655,0.176416,0,0,0,0,0,0,0,0,0,0,0,0.0161,0.090628,0.168606,0.191555,0.224808,0.232801,0.241308,0.233235,0.248365,0.244551,0.245794
